vet_name,rating,num_rating,sign_in_time,aquatic,bird,cattle,exotic,pet,reptile,is_new,weighted_score,score,newcomer_status,specialties
vet_67e75cb03cb543d39d19837b35856853,4.9,51.0,2024-06-16 02:18:18.912,1,1,1,1,1,1,1,1000000.9031281407,1000003.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_e16ddf88e4484592a575df8d29aaef22,4.8,18.0,2024-06-18 07:28:22.721,1,1,1,1,0,0,1,1000000.8640452261,1000003.1,NEWCOMER,"aquatic, bird, cattle, exotic"
vet_ea7d547741914a238013cefb960166af,3.8,174.0,2024-06-12 20:34:08.777,0,1,1,1,1,1,1,1000000.7174371859,1000003.06,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_b0f025cf655f461ca0f48bf8287b5ba6,4.5,178.0,2024-06-20 06:36:10.806,0,1,0,1,0,0,1,1000000.8769472361,1000002.75,NEWCOMER,"bird, exotic"
vet_b142670db2284a34a87651bf257096b7,4.7,156.0,2024-06-16 11:05:31.788,1,1,1,1,1,1,1,1000000.9108919598,1000002.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_91add651300f4896ae24da2776456716,3.0,18.0,2024-06-13 21:25:50.795,0,1,1,1,1,1,1,1000000.4590452261,1000002.75,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_bffb52803f1847da9c1ec5d463bfb5c9,2.1,177.0,2024-06-18 05:41:21.388,0,1,0,0,0,0,1,1000000.3364447237,1000002.75,NEWCOMER,bird
vet_f66ca7bb8a264383a1283ad03daf7d0e,3.9,32.0,2024-06-17 14:00:15.509,0,1,0,1,1,1,1,1000000.668580402,1000002.75,NEWCOMER,"bird, exotic, pet, reptile"
vet_0fb52602661c47d1a62c8c6975b3b270,3.5,169.0,2024-06-14 08:15:46.835,0,1,0,0,1,0,1,1000000.6474246231,1000002.7,NEWCOMER,"bird, pet"
vet_a354c6d8443548cf8f04dc1f34e1f14f,3.1,120.99999999999999,2024-06-19 03:49:43.910,0,1,0,0,1,0,1,1000000.5333040201,1000002.5,NEWCOMER,"bird, pet"
vet_e496938ca0dc4bff9ad1aae176b830a6,2.8,109.0,2024-06-13 08:59:38.436,1,1,1,1,0,1,1,1000000.4597738694,1000002.4,NEWCOMER,"aquatic, bird, cattle, exotic, reptile"
vet_4e3ef2957d0e4155aa2078eb356634f3,4.3,127.0,2024-06-17 10:45:10.624,1,1,1,1,1,1,1,1000000.8063190954,1000002.3,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_abb82517a8464823b50c6e6d8cb1cad6,2.6,5.0,2024-06-19 08:44:02.969,0,1,1,1,1,1,1,1000000.3625125628,1000002.3,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_a0b092b8501b45a1a3f02a4c0ff640bb,1.6,43.0,2024-06-13 19:13:28.801,1,1,1,0,1,1,1,1000000.1566080402,1000002.25,NEWCOMER,"aquatic, bird, cattle, pet, reptile"
vet_1efdc2c6bfa84952a96cb7fc949825fa,2.9,110.00000000000001,2024-06-15 08:28:49.975,0,1,1,1,1,1,1,1000000.4827763819,1000002.25,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_101a511ca9ee4e42977d43294e88cd0d,1.3,122.0,2024-06-19 12:17:55.040,0,1,0,0,1,1,1,1000000.1288065327,1000002.25,NEWCOMER,"bird, pet, reptile"
vet_8ef0416bcef842298d113836cb2c4dfb,2.6,33.0,2024-06-16 09:24:50.180,0,1,1,1,1,1,1,1000000.3765829146,1000002.1,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_97eb1a06b0b0488daf87df3f97342f4b,4.0,110.00000000000001,2024-06-18 03:10:09.259,1,1,1,1,1,1,1,1000000.730276382,1000002.06,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_54ea87a0c3cc41fe93ce96d2e623dff4,1.2,158.0,2024-06-19 03:18:18.473,0,1,0,0,1,1,1,1000000.1243969849,1000002.06,NEWCOMER,"bird, pet, reptile"
vet_07285adb8c074ae79f9d1fac14cb3fea,3.8,59.0,2024-06-14 23:29:13.826,1,1,1,1,1,1,1,1000000.6596482412,1000002.0,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_4a0592fbbb294b58b1229c903af45696,3.8,75.0,2024-06-14 18:36:33.925,1,1,0,0,1,0,1,1000000.6676884422,1000001.9,NEWCOMER,"aquatic, bird, pet"
vet_da9f95e231294c16bf75e45e9a6aa619,3.7,54.0,2024-06-15 19:31:35.276,1,1,1,1,1,1,1,1000000.6346356784,1000001.9,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_5fd9d6f2703a4b2e9220fb17e94f51fc,3.6,31.0,2024-06-14 18:11:37.874,1,1,1,1,1,1,1,1000000.6005778895,1000001.9,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_837cdef200e849fdb01ca363edb4f85b,1.6,192.0,2024-06-16 03:00:26.528,1,1,1,0,1,1,1,1000000.2314824121,1000001.8,NEWCOMER,"aquatic, bird, cattle, pet, reptile"
vet_923a33f2de484c1aa2be69f1367d0b00,4.0,157.0,2024-06-15 15:27:40.390,1,1,1,1,1,1,1,1000000.7538944724,1000001.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_b2a8fab604aa4aeebc789bd902704c84,3.3,159.0,2024-06-18 00:22:38.580,0,1,0,1,1,1,1,1000000.5973994975,1000001.7,NEWCOMER,"bird, exotic, pet, reptile"
vet_0daaf998273446e2983d3ae46808431f,3.8,191.0,2024-06-17 00:53:15.618,1,1,1,1,1,1,1,1000000.7259798995,1000001.56,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_52165cf4f70c44c2ad2898f263b26c57,3.2,22.0,2024-06-15 10:15:21.344,1,1,1,1,1,1,1,1000000.5060552764,1000001.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_a37b00c51adb44e2b82f82c7e9964f6b,3.4,5.0,2024-06-13 22:51:21.679,1,1,1,1,0,0,1,1000000.5425125628,1000001.5,NEWCOMER,"aquatic, bird, cattle, exotic"
vet_77503e68e28e44f2857148e7b84d0c35,3.3,57.0,2024-06-17 06:14:04.492,1,1,1,1,1,1,1,1000000.5461432161,1000001.44,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_158a6ddde99d4f74a7d5b4380e1e8c1a,2.3,192.0,2024-06-19 04:20:47.594,0,1,1,1,1,1,1,1000000.388982412,1000001.4,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_c857b3832cf940028ac6a54cf35117bd,1.4,139.0,2024-06-16 05:58:18.385,0,1,1,0,1,0,1,1000000.1598492463,1000001.4,NEWCOMER,"bird, cattle, pet"
vet_288bd4c5658a43b5859b333a4dd127bd,3.3,124.0,2024-06-15 01:10:47.819,1,1,1,1,1,1,1,1000000.5798115578,1000001.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_887eea8f489e43f998e7e6faf4b82c86,1.8,104.99999999999999,2024-06-20 10:55:34.854,0,1,1,1,1,1,1,1000000.232763819,1000001.06,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_2c036d8a50f74f2b9056e0722da28a2c,2.9,86.0,2024-06-20 04:00:02.754,1,1,0,0,1,0,1,1000000.4707160804,1000000.9,NEWCOMER,"aquatic, bird, pet"
vet_20aedb3662084793a64424eb4f910626,1.3,4.0,2024-06-20 01:44:54.524,0,1,1,1,1,1,1,1000000.0695100502,1000000.8,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_678e157a5ae244be98186de9a2899e5c,1.2,8.0,2024-06-13 07:53:23.582,0,1,0,0,1,0,1,1000000.0490201005,1000000.6,NEWCOMER,"bird, pet"
vet_e9c3f07201fc4b5abbee0d4d3716849e,4.3,95.0,2024-06-14 22:48:30.767,1,1,1,1,1,0,1,1000000.7902386935,1000000.56,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_53cfcfcca29543b4b0733d39c8369975,2.8,19.0,2024-06-20 19:45:22.688,0,1,1,1,1,0,1,1000000.4145477387,1000000.56,NEWCOMER,"bird, cattle, exotic, pet"
vet_de5981c49b99478fb3fa04016e316ac1,4.5,170.0,2024-06-16 05:23:50.969,1,1,1,1,1,0,1,1000000.8729271357,1000000.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_b81cd407c0984a05ad43e8b49e9744f6,1.2,64.0,2024-06-16 05:54:55.737,0,1,1,1,1,1,1,1000000.0771608041,1000000.5,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_7c01f6ba7c084eaa81984777ae579c38,2.7,150.0,2024-06-15 18:29:33.761,1,1,1,1,1,1,1,1000000.4578768844,1000000.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_0af1b12da0a5411587c2735c122944e8,2.3,138.0,2024-06-20 16:46:39.626,0,1,0,1,0,0,1,1000000.3618467337,1000000.44,NEWCOMER,"bird, exotic"
vet_aaa9cea63a994e78883b82b09d8df76e,1.7,36.0,2024-06-14 18:45:45.500,0,1,0,1,1,1,1,1000000.1755904523,1000000.44,NEWCOMER,"bird, exotic, pet, reptile"
vet_ef94f005b7524facbe1aa35e4448c032,4.4,189.0,2024-06-20 19:58:11.329,1,1,1,1,1,0,1,1000000.8599748744,1000000.4,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_2f5d71ada00a48d0acf2de5a9850c948,2.5,112.0,2024-06-19 20:31:24.286,1,1,1,1,1,1,1,1000000.393781407,1000000.4,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_82ee548efdf5438b95690e5c26e7d116,2.7,183.0,2024-06-13 19:27:41.110,1,1,1,1,1,1,1,1000000.474459799,1000000.3,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_0d3c510f931e4e599c022510101d7033,2.5,162.0,2024-06-13 13:10:38.340,1,1,1,1,1,1,1,1000000.4189070351,1000000.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_e91bfee3ad5547a9baf541eb7aa76839,3.4,91.0,2024-06-13 21:21:45.861,0,1,0,1,1,0,1,1000000.5857286432,1000000.25,NEWCOMER,"bird, exotic, pet"
vet_347eefd59e69463fb7e117b4594091bd,2.4,140.0,2024-06-14 16:39:38.882,1,1,1,1,1,1,1,1000000.3853517588,1000000.1,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_848533faa0c84085a3a6158b45b78bcc,1.4,198.0,2024-06-15 01:24:22.317,0,1,0,0,1,0,1,1000000.1894974874,1000000.1,NEWCOMER,"bird, pet"
vet_c6e701d6955f4d14b6d7baee68a8eecf,1.8,148.0,2024-06-16 22:12:37.966,0,1,0,1,1,1,1,1000000.2543718592,1000000.06,NEWCOMER,"bird, exotic, pet, reptile"
vet_8cb711c14bc849159cc2ad43cf001527,1.1,133.0,2024-06-13 18:17:23.892,0,1,1,1,0,0,1,1000000.0893341708,999999.94,NEWCOMER,"bird, cattle, exotic"
vet_f812a91729994eb785832170c32f05c0,2.3,171.0,2024-06-20 18:56:49.945,1,1,1,1,1,1,1,1000000.3784296482,999999.94,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_2eb3efe912fb4e53afc7191f8c981efd,1.0,5.0,2024-06-13 19:09:51.310,1,1,0,1,0,1,1,1000000.0025125628,999999.9,NEWCOMER,"aquatic, bird, exotic, reptile"
vet_3e821291f548457f8ccbe0b4770ee4e7,2.5,4.0,2024-06-20 11:55:05.454,1,1,0,1,1,1,1,1000000.3395100503,999999.9,NEWCOMER,"aquatic, bird, exotic, pet, reptile"
vet_f9079092e7a84395be0cf1a1b0d577a0,2.1,193.0,2024-06-13 23:09:01.196,1,1,1,1,1,1,1,1000000.3444849246,999999.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_6a24e81876e24b90a0702c4218bb1e86,1.7,91.0,2024-06-16 14:53:55.811,1,1,1,1,1,1,1,1000000.2032286432,999999.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_4c42e5ac85f34ff49b3fb84e06b32033,1.8,119.0,2024-06-15 15:40:32.993,1,1,1,1,0,0,1,1000000.239798995,999999.25,NEWCOMER,"aquatic, bird, cattle, exotic"
vet_dd4fd826b7614ddf8a0ff284c9ffa740,1.3,51.0,2024-06-14 01:20:45.792,1,1,1,1,1,1,1,1000000.0931281407,999999.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_774897303ec54c7aadaf955e4592e2b0,2.4,75.0,2024-06-13 17:00:22.430,0,1,0,1,1,0,1,1000000.3526884422,999999.1,NEWCOMER,"bird, exotic, pet"
vet_6e135130b5c74b43941c4d7501f0f0eb,1.5,145.0,2024-06-17 18:40:35.134,1,1,0,0,1,0,1,1000000.1853643216,999999.06,NEWCOMER,"aquatic, bird, pet"
vet_127d3d2a04a74088a38b63a1535024cf,1.0,41.0,2024-06-14 01:25:56.670,1,1,1,1,1,1,1,1000000.0206030151,999998.9,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_f08190361c764a5e9e8edd9c83e36216,1.3,174.0,2024-06-19 22:26:49.310,1,1,1,1,1,1,1,1000000.1549371859,999998.8,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_c47e2f9f8cee410f94ac18b89a77542a,1.3,191.0,2024-06-17 06:11:48.707,1,1,1,1,1,1,1,1000000.1634798995,999998.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_dd964140264d421a80f1c07737011d4a,1.3,131.0,2024-06-20 19:00:57.218,1,1,1,1,0,0,1,1000000.1333291457,999998.7,NEWCOMER,"aquatic, bird, cattle, exotic"
vet_b36b3d3ca7504cb092d4f8858a8bded9,2.5,36.0,2024-06-16 16:21:28.651,1,1,1,1,1,0,1,1000000.3555904522,999998.7,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_1c41769c97274c8cb65a9b9565419455,1.7,139.0,2024-06-17 04:56:10.556,1,1,0,1,1,1,1,1000000.2273492463,999998.6,NEWCOMER,"aquatic, bird, exotic, pet, reptile"
vet_6fcc9d448b124bd9a1b1d4827ec58930,1.9,153.0,2024-06-18 15:57:31.913,1,1,0,1,0,0,1,1000000.2793844221,999998.56,NEWCOMER,"aquatic, bird, exotic"
vet_40f1e188bb0e4ea2a12b71582dfad434,2.1,170.0,2024-06-16 16:56:39.680,0,1,0,1,1,0,1,1000000.3329271356,999998.5,NEWCOMER,"bird, exotic, pet"
vet_e6f4695f5ad7434587e173fa8cf9f92d,1.1,172.0,2024-06-20 14:15:12.814,1,1,1,1,0,0,1,1000000.1089321608,999998.4,NEWCOMER,"aquatic, bird, cattle, exotic"
vet_90cc1ca2a55e4346ac727a4ab49c324f,2.4,156.0,2024-06-17 01:41:32.791,1,1,1,1,1,0,1,1000000.3933919598,999998.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_cde85ce9c9c34cd5aae0fb2f6c229e27,1.1,152.0,2024-06-17 13:20:14.232,1,1,1,1,1,0,1,1000000.0988819095,999996.8,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_3e7d18fa68bf48a0a35fb53f02633965,1.7,107.0,2024-06-16 03:38:49.457,1,1,0,1,1,0,1,1000000.2112688442,999996.75,NEWCOMER,"aquatic, bird, exotic, pet"
vet_e2b8fd2383cf46efb51de6f84b6fbdc2,4.0,20.0,2024-05-11 05:57:33.970,0,1,0,0,0,1,0,0.6850502512562815,6.028771,EXISTING,"bird, reptile"
vet_ab3b2573127a47ecb550de63684d140a,4.4,4.0,2024-05-25 19:16:50.412,0,1,1,0,1,1,0,0.7670100502512565,5.7309194,EXISTING,"bird, cattle, pet, reptile"
vet_092ceac5546e4954a710abafe23c456a,4.5,41.0,2024-05-30 14:24:03.219,0,1,1,0,1,1,0,0.8081030150753769,5.716271,EXISTING,"bird, cattle, pet, reptile"
vet_3866ce683cf74ca8aa0a373deeadc35a,4.7,52.0,2024-06-10 17:02:47.672,0,1,1,0,0,0,0,0.8586306532663317,5.659142,EXISTING,"bird, cattle"
vet_af8fdb4679c944fda6c902a02e9dfd1e,4.3,115.00000000000001,2024-05-26 15:42:59.235,0,1,1,0,1,1,0,0.800288944723618,5.258263,EXISTING,"bird, cattle, pet, reptile"
vet_d38edb8e47c34564be9652c0ae92d43e,4.0,80.0,2024-05-18 14:59:41.386,1,1,1,0,0,1,0,0.7152010050251256,5.2055287,EXISTING,"aquatic, bird, cattle, reptile"
vet_b1f269153bc34b7bba17a3501fe87752,4.8,147.0,2024-05-08 12:34:39.622,0,1,0,0,1,1,0,0.9288693467336683,4.8422475,EXISTING,"bird, pet, reptile"
vet_e778550b910e490fb217a9b263194f93,3.5,31.0,2024-06-05 06:48:21.566,1,1,1,0,0,1,0,0.5780778894472361,4.8232045,EXISTING,"aquatic, bird, cattle, reptile"
vet_d3032fb6dd7c4c6ba7552c1649ab9afc,4.9,64.0,2024-05-27 06:17:30.145,1,1,1,0,1,1,0,0.9096608040201005,4.619591,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_89736974a1194e7699e4f287e623968f,3.8,88.0,2024-05-13 01:22:07.324,0,1,1,0,0,0,0,0.6742211055276381,4.551232,EXISTING,"bird, cattle"
vet_646660115bcd488a93381310ccadfdcf,4.3,0.0,2024-06-09 02:01:11.632,0,1,0,0,0,0,0,0.7424999999999999,4.551232,EXISTING,bird
vet_6a85444d96324201b5c51db3c55b38c9,4.1,27.0,2024-05-08 02:18:43.511,0,1,0,0,1,1,0,0.7110678391959798,4.461388,EXISTING,"bird, pet, reptile"
vet_7ee04a340ae346a1badeeb02bd2503b9,4.4,70.0,2024-06-04 05:15:37.709,0,1,0,0,0,0,0,0.8001758793969851,4.421349,EXISTING,bird
vet_44daa23843ee49bc8743834447d50779,3.3,44.0,2024-05-05 20:09:55.766,0,1,1,0,1,1,0,0.5396105527638191,4.3749623,EXISTING,"bird, cattle, pet, reptile"
vet_d65d72fdb3154328a1a80b3fcc98cd8f,4.5,167.0,2024-05-12 13:10:51.232,0,1,0,0,0,0,0,0.8714195979899497,4.2123647,EXISTING,bird
vet_19e788c1701740d7bdf5ca77f55bd4e3,4.3,120.00000000000001,2024-06-05 07:59:58.509,0,1,0,0,0,0,0,0.8028015075376884,4.1410756,EXISTING,bird
vet_16d7cb631a834f2b9a7ef7492b076b8d,4.0,113.0,2024-06-01 09:06:00.805,0,1,0,0,1,1,0,0.73178391959799,4.06881,EXISTING,"bird, pet, reptile"
vet_59d0884b0d1341ecb3b0e9ef29095911,4.8,125.99999999999999,2024-06-01 06:35:52.619,1,1,1,0,0,0,0,0.9183165829145729,4.0678334,EXISTING,"aquatic, bird, cattle"
vet_a519c362a21f4698b986659302efdb93,4.2,124.0,2024-06-06 22:27:03.185,0,1,0,0,0,0,0,0.7823115577889448,4.0180287,EXISTING,bird
vet_a7e846e16c15483892a7b80575730466,2.6,155.0,2024-06-02 15:55:51.393,0,1,0,0,0,1,0,0.43788944723618095,3.9911733,EXISTING,"bird, reptile"
vet_03a9b8dcde754fd8930170317829d175,4.5,131.0,2024-06-06 13:01:18.315,1,1,1,0,1,1,0,0.8533291457286432,3.9516225,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_37ad8c4d696b46aa9ed7242968e8fea2,2.1,15.000000000000002,2024-05-16 12:59:37.746,0,1,0,0,0,1,0,0.2550376884422111,3.9242787,EXISTING,"bird, reptile"
vet_34452eaf071543ee8697f257edcaccab,3.7,7.0,2024-05-24 09:38:22.164,0,1,0,0,0,0,0,0.6110175879396985,3.8549428,EXISTING,bird
vet_066d0e98d1484a62bf90631998bd584f,4.2,76.0,2024-06-05 14:51:59.313,1,1,1,0,1,1,0,0.7581909547738694,3.7924428,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_20003f01c30e4ab19995bb6cec727364,3.8,129.0,2024-05-12 19:08:25.622,0,1,0,0,1,1,0,0.6948241206030151,3.789513,EXISTING,"bird, pet, reptile"
vet_4b6ca0154da74578b4bc7558786a3964,2.7,20.0,2024-06-05 23:16:56.231,0,1,1,0,1,1,0,0.39255025125628146,3.7709584,EXISTING,"bird, cattle, pet, reptile"
vet_55355e3d9dee4d3a8646d228eebccbbe,4.1,55.00000000000001,2024-05-22 08:26:11.536,1,1,1,0,1,1,0,0.7251381909547737,3.7641225,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_de61af9c8bf4494f951af0c3f5253a26,4.1,185.0,2024-05-11 16:12:20.548,0,1,0,0,0,0,0,0.7904648241206029,3.7016225,EXISTING,bird
vet_ae140b2578214581b743239a26c486fa,4.4,176.0,2024-06-06 08:44:26.236,1,1,1,0,1,1,0,0.8534422110552765,3.695763,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_df3f28e0d5b74c4a9be1232e55c7e613,4.0,151.0,2024-05-29 05:16:09.199,0,1,0,0,0,0,0,0.7508793969849247,3.6947865,EXISTING,bird
vet_c738e96f4af2420daddfa77589bb4e47,2.0,68.0,2024-05-13 00:54:27.592,0,1,0,0,0,1,0,0.2591708542713568,3.63131,EXISTING,"bird, reptile"
vet_8bcfc2018e934c129d57b199605717a1,3.6,111.0,2024-05-13 05:18:22.140,0,1,0,0,1,1,0,0.6407788944723619,3.6195912,EXISTING,"bird, pet, reptile"
vet_87c4f3307aa145d59b13a99e77185e01,3.9,145.0,2024-05-08 12:52:20.311,0,1,0,0,0,0,0,0.7253643216080402,3.605431,EXISTING,bird
vet_afd611164b954fd2bf7afa9e6bad1294,2.0,79.0,2024-05-03 05:40:23.725,0,1,0,0,0,1,0,0.2646984924623116,3.593224,EXISTING,"bird, reptile"
vet_89c881113d19416aa8499a48afeb0eb0,4.3,190.0,2024-05-04 03:23:29.423,1,1,1,0,1,1,0,0.8379773869346733,3.5092397,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_1909a178898b4956abc818929d083e9e,4.6,183.0,2024-05-22 00:20:35.520,0,1,1,0,1,0,0,0.9019597989949748,3.468224,EXISTING,"bird, cattle, pet"
vet_3c4add69124544cd8bba47ac6b744439,3.4,180.0,2024-05-13 00:17:22.218,1,1,0,0,0,1,0,0.6304522613065326,3.343224,EXISTING,"aquatic, bird, reptile"
vet_745860972eb04996a4ce024c3b00451f,4.5,75.0,2024-05-22 11:05:10.874,1,1,0,0,1,1,0,0.8251884422110553,3.2953725,EXISTING,"aquatic, bird, pet, reptile"
vet_776db2587a6e45cab78a960b5d61107c,3.2,104.99999999999999,2024-05-01 07:03:42.518,0,1,0,0,1,1,0,0.5477638190954774,3.1967397,EXISTING,"bird, pet, reptile"
vet_68c47057e6ed4c9ba6257bb9a66a29b8,2.8,33.0,2024-05-07 22:03:31.568,1,1,0,0,0,1,0,0.4215829145728643,3.1733022,EXISTING,"aquatic, bird, reptile"
vet_6173c45c0ea640f9a3b991c9cecd5cdb,4.4,30.000000000000004,2024-05-30 06:46:08.788,1,1,0,0,0,0,0,0.7800753768844222,3.1093373,EXISTING,"aquatic, bird"
vet_a3b8551b15714542970b635c664246bc,3.1,28.999999999999996,2024-05-16 16:30:55.399,0,1,0,0,0,0,0,0.48707286432160807,3.1073842,EXISTING,bird
vet_534dad72ceef425689c17f31bf8b6dfb,3.3,99.0,2024-05-27 01:21:11.575,0,1,0,0,0,0,0,0.5672487437185929,3.0927358,EXISTING,bird
vet_cf4cc4334d7e40e092ff75791c777a29,4.8,132.0,2024-05-04 21:36:41.060,0,1,1,1,1,1,0,0.9213316582914572,3.091271,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_5b680ff01ef741fca7a37242b7b0042b,4.4,5.0,2024-05-17 15:43:37.970,0,1,1,1,1,1,0,0.7675125628140704,3.055138,EXISTING,"bird, cattle, exotic, pet, reptile"
vet_ba52aa81d4554b1bbeb891a1c3834229,3.0,32.0,2024-05-09 12:17:27.393,0,1,1,1,0,1,0,0.46608040201005024,3.0400014,EXISTING,"bird, cattle, exotic, reptile"
vet_9eefb7734d124587aafb802d814835bc,4.1,36.0,2024-05-08 15:43:05.446,1,1,0,0,1,1,0,0.7155904522613065,2.9867787,EXISTING,"aquatic, bird, pet, reptile"
