vet_name,rating,num_rating,sign_in_time,aquatic,bird,cattle,exotic,pet,reptile,is_new,weighted_score,score,newcomer_status,specialties
vet_b858bab550e44fd5a72f6815d9cfb998,3.3,2.0,2024-06-20 10:00:45.160,0,0,0,0,1,1,1,1000000.5185050251,1000005.94,NEWCOMER,"pet, reptile"
vet_a54e1d45c9ce4ec7abb4ffaa7aced02a,4.0,165.0,2024-06-18 22:34:22.886,0,0,1,1,0,1,1,1000000.7579145728,1000005.94,NEWCOMER,"cattle, exotic, reptile"
vet_951f2d0e57514f19bcf82e177410901f,2.8,115.00000000000001,2024-06-16 06:58:21.221,1,0,1,0,0,1,1,1000000.4627889447,1000005.94,NEWCOMER,"aquatic, cattle, reptile"
vet_020b9ad4d34745ffb31415ed880b26c2,2.1,96.0,2024-06-18 06:35:27.970,0,0,0,0,0,1,1,1000000.295741206,1000005.9,NEWCOMER,reptile
vet_4798c7e97f5d4e02b8c70f131b916c7e,2.1,87.0,2024-06-14 04:09:12.379,0,0,0,0,0,1,1,1000000.291218593,1000005.9,NEWCOMER,reptile
vet_41e57a1d776446a1ae13b97097337bac,3.4,54.0,2024-06-20 07:38:27.090,0,0,0,0,1,1,1,1000000.5671356784,1000005.75,NEWCOMER,"pet, reptile"
vet_13850fb45fec4f94a8d776792d9b78bc,3.4,82.0,2024-06-13 03:37:45.705,0,0,0,0,1,1,1,1000000.5812060301,1000005.6,NEWCOMER,"pet, reptile"
vet_f48fb415b033414d9812bbc3d223ad04,3.1,24.999999999999996,2024-06-14 18:14:39.698,0,1,1,0,1,1,1,1000000.4850628141,1000005.5,NEWCOMER,"bird, cattle, pet, reptile"
vet_87d61481d95e4209be5cf01a486e24f0,5.0,140.0,2024-06-19 21:34:42.080,0,0,1,1,1,1,1,1000000.9703517588,1000005.44,NEWCOMER,"cattle, exotic, pet, reptile"
vet_e391dd2401a0497abd6fefb42c706414,3.0,51.0,2024-06-18 19:26:19.235,0,0,0,0,1,1,1,1000000.4756281407,1000005.4,NEWCOMER,"pet, reptile"
vet_66ebc7295c834b36a49ce50273a1b573,3.7,9.0,2024-06-17 02:55:55.106,0,0,0,1,0,1,1,1000000.6120226131,1000005.3,NEWCOMER,"exotic, reptile"
vet_66f453c1fee04c76a2057d9061d56478,4.1,47.0,2024-06-13 02:33:36.512,1,0,0,0,1,1,1,1000000.7211180904,1000005.06,NEWCOMER,"aquatic, pet, reptile"
vet_a55c0a742fa24401b9ea68af875d6e30,4.0,163.0,2024-06-19 02:33:20.292,0,0,0,1,0,1,1,1000000.7569095477,1000005.0,NEWCOMER,"exotic, reptile"
vet_48359eb969cd435ebb07ac77a084e53e,3.4,97.0,2024-06-12 23:44:59.784,1,0,1,0,1,1,1,1000000.5887437186,1000005.0,NEWCOMER,"aquatic, cattle, pet, reptile"
vet_d40cfa1de5c4456c8733a17220e0e02f,4.5,115.00000000000001,2024-06-13 05:05:18.299,0,0,1,1,1,1,1,1000000.8452889448,1000004.94,NEWCOMER,"cattle, exotic, pet, reptile"
vet_9c9374ff3041478b93f38c05724182de,4.8,35.0,2024-06-14 04:00:14.163,0,0,0,1,1,1,1,1000000.8725879397,1000004.7,NEWCOMER,"exotic, pet, reptile"
vet_2cf0c7622b6a4320a7944bf95d29f877,2.2,24.0,2024-06-16 16:40:46.742,0,0,0,0,1,1,1,1000000.2820603015,1000004.6,NEWCOMER,"pet, reptile"
vet_a8779053b8b24769b2358a60378eee04,3.2,23.0,2024-06-16 07:20:55.548,0,1,1,1,0,1,1,1000000.5065577889,1000004.6,NEWCOMER,"bird, cattle, exotic, reptile"
vet_40554b5c0cd947d599a95aff23ce0949,1.1,153.0,2024-06-14 15:08:32.230,0,0,0,0,0,1,1,1000000.0993844221,1000004.6,NEWCOMER,reptile
vet_7ef9ac6a12e74d3fa1194fbc17fcbf27,4.7,80.0,2024-06-15 22:08:31.594,1,1,1,1,0,1,1,1000000.8727010051,1000004.56,NEWCOMER,"aquatic, bird, cattle, exotic, reptile"
vet_0189f0d905dd4f1e92c21717f58b5fdc,2.0,3.0,2024-06-14 11:21:00.700,0,0,0,0,1,1,1,1000000.2265075376,1000004.44,NEWCOMER,"pet, reptile"
vet_502ebba233a148eb9b2889fd43817aa8,3.3,3.0,2024-06-12 22:07:31.406,1,0,0,0,1,1,1,1000000.5190075376,1000004.4,NEWCOMER,"aquatic, pet, reptile"
vet_4bdebd71c44a45e1b1afd667f4f1c554,3.8,141.0,2024-06-19 17:46:12.940,1,1,1,0,1,1,1,1000000.7008542713,1000004.3,NEWCOMER,"aquatic, bird, cattle, pet, reptile"
vet_c6e0d0fb3514498fa71572507b14b992,2.2,93.0,2024-06-19 11:03:45.743,0,0,0,0,1,1,1,1000000.3167336683,1000004.25,NEWCOMER,"pet, reptile"
vet_2d385fd3489d48a487e4738c50d68019,3.5,35.0,2024-06-16 02:33:16.893,0,0,1,1,1,1,1,1000000.5800879397,1000004.2,NEWCOMER,"cattle, exotic, pet, reptile"
vet_72b3ecb73bf445559990e77fefdf7c8b,3.0,9.0,2024-06-15 03:29:38.488,1,0,0,0,1,1,1,1000000.4545226131,1000003.94,NEWCOMER,"aquatic, pet, reptile"
vet_928302a7e4864099927ade41233918e2,4.9,76.0,2024-06-16 02:47:05.580,0,1,0,1,1,1,1,1000000.9156909548,1000003.8,NEWCOMER,"bird, exotic, pet, reptile"
vet_fb85e75e913b4819ac82c4ee9b109b53,3.3,159.0,2024-06-13 06:20:14.702,1,1,1,0,1,1,1,1000000.5973994975,1000003.8,NEWCOMER,"aquatic, bird, cattle, pet, reptile"
vet_a43172ec887046c2bf1ed9a7dd6e8293,4.8,62.0,2024-06-15 01:33:38.298,0,1,0,1,1,1,1,1000000.8861557789,1000003.7,NEWCOMER,"bird, exotic, pet, reptile"
vet_47b555ff6da0494bbeae0d94ec70482f,4.0,52.0,2024-06-19 21:23:42.270,0,1,1,1,1,1,1,1000000.7011306533,1000003.6,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_b4c7dc64a18647aaabd4156b405d3480,2.7,179.0,2024-06-17 05:44:13.346,0,0,0,1,0,1,1,1000000.4724497488,1000003.5,NEWCOMER,"exotic, reptile"
vet_b5f39c2fbfdb449daa3d8736e83f6d55,2.1,65.0,2024-06-18 16:22:05.114,0,0,0,1,0,1,1,1000000.2801633166,1000003.3,NEWCOMER,"exotic, reptile"
vet_09f354136b3e4160b08d116970d5cea5,1.9,109.0,2024-06-16 21:13:39.605,1,0,1,0,1,1,1,1000000.2572738694,1000003.25,NEWCOMER,"aquatic, cattle, pet, reptile"
vet_67e75cb03cb543d39d19837b35856853,4.9,51.0,2024-06-16 02:18:18.912,1,1,1,1,1,1,1,1000000.9031281407,1000003.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_ea7d547741914a238013cefb960166af,3.8,174.0,2024-06-12 20:34:08.777,0,1,1,1,1,1,1,1000000.7174371859,1000003.06,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_bc9a60ed5d614136881df41253dca7e9,1.3,60.00000000000001,2024-06-16 05:36:07.677,1,0,1,0,1,1,1,1000000.0976507538,1000002.8,NEWCOMER,"aquatic, cattle, pet, reptile"
vet_b142670db2284a34a87651bf257096b7,4.7,156.0,2024-06-16 11:05:31.788,1,1,1,1,1,1,1,1000000.9108919598,1000002.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_91add651300f4896ae24da2776456716,3.0,18.0,2024-06-13 21:25:50.795,0,1,1,1,1,1,1,1000000.4590452261,1000002.75,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_960bc1d47fbd419ea3efc29e9b2f02ba,3.3,115.00000000000001,2024-06-18 06:51:41.844,0,0,0,1,1,1,1,1000000.5752889448,1000002.75,NEWCOMER,"exotic, pet, reptile"
vet_f66ca7bb8a264383a1283ad03daf7d0e,3.9,32.0,2024-06-17 14:00:15.509,0,1,0,1,1,1,1,1000000.668580402,1000002.75,NEWCOMER,"bird, exotic, pet, reptile"
vet_0ec173e0474549aea35b2fb2d0a4d572,2.2,149.0,2024-06-20 00:45:35.761,1,0,0,0,1,1,1,1000000.3448743719,1000002.6,NEWCOMER,"aquatic, pet, reptile"
vet_e496938ca0dc4bff9ad1aae176b830a6,2.8,109.0,2024-06-13 08:59:38.436,1,1,1,1,0,1,1,1000000.4597738694,1000002.4,NEWCOMER,"aquatic, bird, cattle, exotic, reptile"
vet_abb82517a8464823b50c6e6d8cb1cad6,2.6,5.0,2024-06-19 08:44:02.969,0,1,1,1,1,1,1,1000000.3625125628,1000002.4,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_4e3ef2957d0e4155aa2078eb356634f3,4.3,127.0,2024-06-17 10:45:10.624,1,1,1,1,1,1,1,1000000.8063190954,1000002.3,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_a0b092b8501b45a1a3f02a4c0ff640bb,1.6,43.0,2024-06-13 19:13:28.801,1,1,1,0,1,1,1,1000000.1566080402,1000002.25,NEWCOMER,"aquatic, bird, cattle, pet, reptile"
vet_1efdc2c6bfa84952a96cb7fc949825fa,2.9,110.00000000000001,2024-06-15 08:28:49.975,0,1,1,1,1,1,1,1000000.4827763819,1000002.25,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_101a511ca9ee4e42977d43294e88cd0d,1.3,122.0,2024-06-19 12:17:55.040,0,1,0,0,1,1,1,1000000.1288065327,1000002.25,NEWCOMER,"bird, pet, reptile"
vet_8ef0416bcef842298d113836cb2c4dfb,2.6,33.0,2024-06-16 09:24:50.180,0,1,1,1,1,1,1,1000000.3765829146,1000002.1,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_54ea87a0c3cc41fe93ce96d2e623dff4,1.2,158.0,2024-06-19 03:18:18.473,0,1,0,0,1,1,1,1000000.1243969849,1000002.06,NEWCOMER,"bird, pet, reptile"
vet_0de3f8b505cd47c2b2d16840e7dc533a,1.0,183.0,2024-06-18 10:03:05.418,1,0,1,0,1,1,1,1000000.0919597989,1000002.06,NEWCOMER,"aquatic, cattle, pet, reptile"
vet_97eb1a06b0b0488daf87df3f97342f4b,4.0,110.00000000000001,2024-06-18 03:10:09.259,1,1,1,1,1,1,1,1000000.730276382,1000002.06,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_07285adb8c074ae79f9d1fac14cb3fea,3.8,59.0,2024-06-14 23:29:13.826,1,1,1,1,1,1,1,1000000.6596482412,1000002.0,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_da9f95e231294c16bf75e45e9a6aa619,3.7,54.0,2024-06-15 19:31:35.276,1,1,1,1,1,1,1,1000000.6346356784,1000001.9,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_5fd9d6f2703a4b2e9220fb17e94f51fc,3.6,31.0,2024-06-14 18:11:37.874,1,1,1,1,1,1,1,1000000.6005778895,1000001.9,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_837cdef200e849fdb01ca363edb4f85b,1.6,192.0,2024-06-16 03:00:26.528,1,1,1,0,1,1,1,1000000.2314824121,1000001.8,NEWCOMER,"aquatic, bird, cattle, pet, reptile"
vet_923a33f2de484c1aa2be69f1367d0b00,4.0,157.0,2024-06-15 15:27:40.390,1,1,1,1,1,1,1,1000000.7538944724,1000001.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_b2a8fab604aa4aeebc789bd902704c84,3.3,159.0,2024-06-18 00:22:38.580,0,1,0,1,1,1,1,1000000.5973994975,1000001.7,NEWCOMER,"bird, exotic, pet, reptile"
vet_0daaf998273446e2983d3ae46808431f,3.8,191.0,2024-06-17 00:53:15.618,1,1,1,1,1,1,1,1000000.7259798995,1000001.56,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_52165cf4f70c44c2ad2898f263b26c57,3.2,22.0,2024-06-15 10:15:21.344,1,1,1,1,1,1,1,1000000.5060552764,1000001.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_77503e68e28e44f2857148e7b84d0c35,3.3,57.0,2024-06-17 06:14:04.492,1,1,1,1,1,1,1,1000000.5461432161,1000001.4,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_158a6ddde99d4f74a7d5b4380e1e8c1a,2.3,192.0,2024-06-19 04:20:47.594,0,1,1,1,1,1,1,1000000.388982412,1000001.4,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_288bd4c5658a43b5859b333a4dd127bd,3.3,124.0,2024-06-15 01:10:47.819,1,1,1,1,1,1,1,1000000.5798115578,1000001.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_cc5b04edc0b542cfbb99275dc18e0961,1.8,162.0,2024-06-13 11:21:13.422,1,0,0,1,0,1,1,1000000.2614070352,1000001.1,NEWCOMER,"aquatic, exotic, reptile"
vet_db64c3d556614574b15bd811dc0d5715,1.6,62.99999999999999,2024-06-16 10:35:39.482,0,0,0,1,1,1,1,1000000.1666582915,1000001.1,NEWCOMER,"exotic, pet, reptile"
vet_887eea8f489e43f998e7e6faf4b82c86,1.8,104.99999999999999,2024-06-20 10:55:34.854,0,1,1,1,1,1,1,1000000.232763819,1000001.0,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_20aedb3662084793a64424eb4f910626,1.3,4.0,2024-06-20 01:44:54.524,0,1,1,1,1,1,1,1000000.0695100502,1000000.8,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_b81cd407c0984a05ad43e8b49e9744f6,1.2,64.0,2024-06-16 05:54:55.737,0,1,1,1,1,1,1,1000000.0771608041,1000000.5,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_7c01f6ba7c084eaa81984777ae579c38,2.7,150.0,2024-06-15 18:29:33.761,1,1,1,1,1,1,1,1000000.4578768844,1000000.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_aaa9cea63a994e78883b82b09d8df76e,1.7,36.0,2024-06-14 18:45:45.500,0,1,0,1,1,1,1,1000000.1755904523,1000000.44,NEWCOMER,"bird, exotic, pet, reptile"
vet_2f5d71ada00a48d0acf2de5a9850c948,2.5,112.0,2024-06-19 20:31:24.286,1,1,1,1,1,1,1,1000000.393781407,1000000.4,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_82ee548efdf5438b95690e5c26e7d116,2.7,183.0,2024-06-13 19:27:41.110,1,1,1,1,1,1,1,1000000.474459799,1000000.3,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_0d3c510f931e4e599c022510101d7033,2.5,162.0,2024-06-13 13:10:38.340,1,1,1,1,1,1,1,1000000.4189070351,1000000.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_347eefd59e69463fb7e117b4594091bd,2.4,140.0,2024-06-14 16:39:38.882,1,1,1,1,1,1,1,1000000.3853517588,1000000.1,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_c6e701d6955f4d14b6d7baee68a8eecf,1.8,148.0,2024-06-16 22:12:37.966,0,1,0,1,1,1,1,1000000.2543718592,1000000.06,NEWCOMER,"bird, exotic, pet, reptile"
vet_8547045341ce4d159d8056724016e6b4,1.5,161.0,2024-06-17 18:22:34.928,1,0,1,1,1,1,1,1000000.1934045226,999999.94,NEWCOMER,"aquatic, cattle, exotic, pet, reptile"
vet_3e821291f548457f8ccbe0b4770ee4e7,2.5,4.0,2024-06-20 11:55:05.454,1,1,0,1,1,1,1,1000000.3395100503,999999.94,NEWCOMER,"aquatic, bird, exotic, pet, reptile"
vet_f812a91729994eb785832170c32f05c0,2.3,171.0,2024-06-20 18:56:49.945,1,1,1,1,1,1,1,1000000.3784296482,999999.94,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_2eb3efe912fb4e53afc7191f8c981efd,1.0,5.0,2024-06-13 19:09:51.310,1,1,0,1,0,1,1,1000000.0025125628,999999.9,NEWCOMER,"aquatic, bird, exotic, reptile"
vet_6a24e81876e24b90a0702c4218bb1e86,1.7,91.0,2024-06-16 14:53:55.811,1,1,1,1,1,1,1,1000000.2032286432,999999.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_f9079092e7a84395be0cf1a1b0d577a0,2.1,193.0,2024-06-13 23:09:01.196,1,1,1,1,1,1,1,1000000.3444849246,999999.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_dd4fd826b7614ddf8a0ff284c9ffa740,1.3,51.0,2024-06-14 01:20:45.792,1,1,1,1,1,1,1,1000000.0931281407,999999.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_127d3d2a04a74088a38b63a1535024cf,1.0,41.0,2024-06-14 01:25:56.670,1,1,1,1,1,1,1,1000000.0206030151,999998.9,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_f08190361c764a5e9e8edd9c83e36216,1.3,174.0,2024-06-19 22:26:49.310,1,1,1,1,1,1,1,1000000.1549371859,999998.8,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_c47e2f9f8cee410f94ac18b89a77542a,1.3,191.0,2024-06-17 06:11:48.707,1,1,1,1,1,1,1,1000000.1634798995,999998.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_1c41769c97274c8cb65a9b9565419455,1.7,139.0,2024-06-17 04:56:10.556,1,1,0,1,1,1,1,1000000.2273492463,999998.6,NEWCOMER,"aquatic, bird, exotic, pet, reptile"
vet_455b9ab06d8046fd8a05d373eebf799c,4.8,69.0,2024-05-03 04:51:47.376,0,0,1,0,0,1,0,0.8896733668341709,8.516563,EXISTING,"cattle, reptile"
vet_6ac8693ce8314b728da2c2c14758eadd,4.7,62.0,2024-05-16 17:31:43.646,0,0,0,0,0,1,0,0.8636557788944724,7.577111,EXISTING,reptile
vet_fcc20c06bb21420d8a1377fb5e79ba86,4.7,143.0,2024-05-21 16:04:45.581,0,0,0,0,0,1,0,0.9043592964824121,7.30172,EXISTING,reptile
vet_f342e920211c41d4973d988509222528,4.5,93.0,2024-05-12 17:49:15.273,0,0,0,0,0,1,0,0.8342336683417085,7.2470326,EXISTING,reptile
vet_bb663b12493b47108ceb8b4c28c4c29d,4.7,188.0,2024-06-02 23:00:33.353,0,0,0,0,0,1,0,0.9269723618090453,7.1425405,EXISTING,reptile
vet_02fb3b065a094fd784f27906cf07acc6,4.7,0.0,2024-06-11 18:03:27.157,0,0,1,0,1,1,0,0.8325,7.004845,EXISTING,"cattle, pet, reptile"
vet_0047a947b4974f06870572927bee5445,4.6,199.0,2024-05-03 02:01:44.130,0,0,0,0,0,1,0,0.9099999999999999,6.98922,EXISTING,reptile
vet_807e196c5bd9406fa09659f5c1ac583f,4.2,107.0,2024-06-08 06:39:03.616,0,0,0,0,0,1,0,0.7737688442211056,6.8774037,EXISTING,reptile
vet_3809af7d5dd442af9f7be8d113ee00a1,4.4,170.0,2024-05-22 02:08:20.203,0,0,0,0,0,1,0,0.8504271356783921,6.869103,EXISTING,reptile
vet_e76480820d384239bd80e91800fa46d4,4.7,104.99999999999999,2024-05-12 10:05:56.844,1,0,1,0,0,1,0,0.8852638190954774,6.8149037,EXISTING,"aquatic, cattle, reptile"
vet_718643e89bbd4fd3beaea2bf8b24a8ec,4.8,152.0,2024-05-07 19:27:20.138,1,0,1,0,0,1,0,0.9313819095477387,6.773888,EXISTING,"aquatic, cattle, reptile"
vet_bae1654beadd41c597185b4595e99e35,4.1,170.0,2024-05-31 20:33:56.502,0,0,0,0,0,1,0,0.7829271356783919,6.5346303,EXISTING,reptile
vet_7debf7a120e5462990daeabdb8064ba0,3.0,61.0,2024-06-05 22:22:10.301,0,0,1,0,0,1,0,0.4806532663316583,6.5297475,EXISTING,"cattle, reptile"
vet_11f86e42afe2424cbc5ea51de45f6e2f,4.0,141.0,2024-06-02 00:18:50.935,0,0,0,0,0,1,0,0.745854271356784,6.525841,EXISTING,reptile
vet_a720e55d2f46408792a6c395c3bbb144,4.2,28.999999999999996,2024-06-04 10:26:25.959,1,0,1,0,0,1,0,0.7345728643216082,6.5234,EXISTING,"aquatic, cattle, reptile"
vet_bc4988e175f340188f17d63ce92364a1,4.5,93.0,2024-05-17 11:00:00.925,0,0,1,0,1,1,0,0.8342336683417085,6.4565053,EXISTING,"cattle, pet, reptile"
vet_0d11760382fe4e469ce4cc320726d631,4.7,178.0,2024-05-27 17:42:29.923,0,0,1,0,1,1,0,0.9219472361809046,6.3910756,EXISTING,"cattle, pet, reptile"
vet_bc1978d1bee543db868005d3c84e4b6f,3.9,159.0,2024-05-01 11:34:17.339,0,0,0,0,0,1,0,0.7323994974874372,6.345177,EXISTING,reptile
vet_eb32a8b32ca446138c6170f3b0207e3f,3.4,12.0,2024-05-20 13:03:06.274,0,0,0,0,0,1,0,0.5460301507537689,6.2953725,EXISTING,reptile
vet_bad8036ab3ec4eec87ca4e89c86bcca4,4.3,154.0,2024-05-20 08:28:50.668,1,0,1,0,0,1,0,0.8198869346733668,6.2016225,EXISTING,"aquatic, cattle, reptile"
vet_be17fd377df348d2b40b6ec75a65d20c,3.5,84.0,2024-05-09 20:04:20.762,0,0,0,0,0,1,0,0.6047110552763819,6.1586537,EXISTING,reptile
vet_8c5e69d63f0941228b54cf5813f2b510,3.8,17.0,2024-05-04 08:31:23.992,1,0,1,0,0,1,0,0.6385427135678392,6.110314,EXISTING,"aquatic, cattle, reptile"
vet_a30650d613e04726b9462f1b8b2e9304,4.6,33.0,2024-06-10 00:15:48.100,1,0,0,0,0,1,0,0.8265829145728643,6.106896,EXISTING,"aquatic, reptile"
vet_e2b8fd2383cf46efb51de6f84b6fbdc2,4.0,20.0,2024-05-11 05:57:33.970,0,1,0,0,0,1,0,0.6850502512562815,6.028771,EXISTING,"bird, reptile"
vet_d414769011cf4f98a52bb51fbe1a06db,3.3,57.99999999999999,2024-05-22 03:55:30.329,0,0,0,0,0,1,0,0.546645728643216,6.023888,EXISTING,reptile
vet_3ca57ccd7fcd414dad2a94fbd1a2303a,2.8,143.0,2024-05-06 09:46:34.127,0,0,1,0,0,1,0,0.47685929648241204,6.0229115,EXISTING,"cattle, reptile"
vet_3344fe11ecc64f8a8383c8cb98f8b9b4,4.8,17.0,2024-06-04 19:14:33.107,0,0,1,1,0,1,0,0.8635427135678392,6.0180287,EXISTING,"cattle, exotic, reptile"
vet_1b187386b94245b4a6e5e2c7f7bcb56f,3.4,102.0,2024-06-10 19:46:06.890,0,0,0,0,0,1,0,0.5912562814070352,5.983849,EXISTING,reptile
vet_e9f9b721261c4f46adafd87e3a5cbf25,4.7,60.00000000000001,2024-05-15 16:44:10.439,0,0,0,0,1,1,0,0.8626507537688443,5.938439,EXISTING,"pet, reptile"
vet_0382141c92b74211a980c5e47e894da2,4.5,15.000000000000002,2024-06-06 01:30:29.614,0,0,0,0,1,1,0,0.795037688442211,5.876427,EXISTING,"pet, reptile"
vet_478923739c28437ead8ba517240fda2e,3.4,146.0,2024-06-03 17:22:28.574,0,0,0,0,0,1,0,0.6133668341708542,5.839318,EXISTING,reptile
vet_0c44f8c6cdc94960b22d4f7f1465064e,3.1,53.0,2024-05-26 09:51:38.494,0,0,0,0,0,1,0,0.49913316582914574,5.8246694,EXISTING,reptile
vet_cfc98cf8ccce4968ab51dcfd6d76e3cb,3.0,32.0,2024-05-23 09:27:50.806,0,0,0,0,0,1,0,0.46608040201005024,5.777306,EXISTING,reptile
vet_526b586b5f61498b998ee76cd2f403ce,3.4,170.0,2024-06-04 19:35:35.315,0,0,0,0,0,1,0,0.625427135678392,5.7470326,EXISTING,reptile
vet_ab3b2573127a47ecb550de63684d140a,4.4,4.0,2024-05-25 19:16:50.412,0,1,1,0,1,1,0,0.7670100502512565,5.7309194,EXISTING,"bird, cattle, pet, reptile"
vet_092ceac5546e4954a710abafe23c456a,4.5,41.0,2024-05-30 14:24:03.219,0,1,1,0,1,1,0,0.8081030150753769,5.716271,EXISTING,"bird, cattle, pet, reptile"
vet_ff2634e9db714b579f42ff6b099ca622,2.9,23.0,2024-05-02 14:16:05.300,0,0,0,0,0,1,0,0.4390577889447236,5.6947865,EXISTING,reptile
vet_9a7d6132c8b54d04858f664f151bf1c6,4.8,127.0,2024-05-01 04:37:08.150,0,0,1,1,0,1,0,0.9188190954773869,5.653771,EXISTING,"cattle, exotic, reptile"
vet_5e33fe67ce3947e78bd9b609f12af48b,4.1,10.0,2024-05-06 17:30:59.525,0,0,0,0,1,1,0,0.7025251256281406,5.44381,EXISTING,"pet, reptile"
vet_da0e3926ffbb49df867a48bce0b494cd,2.9,96.0,2024-06-10 21:52:15.932,0,0,0,0,0,1,0,0.47574120603015074,5.4408803,EXISTING,reptile
vet_f5218e3a3d354a74a5ba68b60bb8bd03,4.3,36.0,2024-05-30 07:17:50.668,0,0,1,1,0,1,0,0.7605904522613065,5.4086537,EXISTING,"cattle, exotic, reptile"
vet_17d42a5f55614535ac9ed5c44022727f,3.0,149.0,2024-06-08 10:24:53.660,0,0,0,0,0,1,0,0.5248743718592965,5.3822865,EXISTING,reptile
vet_556c3709804041a5873b1dd871dc2640,3.6,124.0,2024-05-12 07:59:36.778,0,0,1,0,1,1,0,0.6473115577889448,5.341271,EXISTING,"cattle, pet, reptile"
