vet_name,rating,num_rating,sign_in_time,aquatic,bird,cattle,exotic,pet,reptile,is_new,weighted_score,score,newcomer_status,specialties
vet_c857b3832cf940028ac6a54cf35117bd,1.4,139.0,2024-06-16 05:58:18.385,0,1,1,0,1,0,1,1000000.1598492463,1000001.4,NEWCOMER,"bird, cattle, pet"
vet_77503e68e28e44f2857148e7b84d0c35,3.3,57.0,2024-06-17 06:14:04.492,1,1,1,1,1,1,1,1000000.5461432161,1000001.4,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_288bd4c5658a43b5859b333a4dd127bd,3.3,124.0,2024-06-15 01:10:47.819,1,1,1,1,1,1,1,1000000.5798115578,1000001.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_db64c3d556614574b15bd811dc0d5715,1.6,62.99999999999999,2024-06-16 10:35:39.482,0,0,0,1,1,1,1,1000000.1666582915,1000001.1,NEWCOMER,"exotic, pet, reptile"
vet_887eea8f489e43f998e7e6faf4b82c86,1.8,104.99999999999999,2024-06-20 10:55:34.854,0,1,1,1,1,1,1,1000000.232763819,1000001.06,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_2033f5a91a6c4c1589a5034cd476d838,1.1,71.0,2024-06-15 21:00:28.996,0,0,0,0,1,0,1,1000000.058178392,1000001.0,NEWCOMER,pet
vet_2c036d8a50f74f2b9056e0722da28a2c,2.9,86.0,2024-06-20 04:00:02.754,1,1,0,0,1,0,1,1000000.4707160804,1000000.9,NEWCOMER,"aquatic, bird, pet"
vet_20aedb3662084793a64424eb4f910626,1.3,4.0,2024-06-20 01:44:54.524,0,1,1,1,1,1,1,1000000.0695100502,1000000.8,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_a6d82509438d49609ed1a03f77864b6e,4.4,91.0,2024-06-20 17:25:32.661,1,0,0,1,1,0,1,1000000.8107286432,1000000.7,NEWCOMER,"aquatic, exotic, pet"
vet_678e157a5ae244be98186de9a2899e5c,1.2,8.0,2024-06-13 07:53:23.582,0,1,0,0,1,0,1,1000000.0490201005,1000000.6,NEWCOMER,"bird, pet"
vet_53cfcfcca29543b4b0733d39c8369975,2.8,19.0,2024-06-20 19:45:22.688,0,1,1,1,1,0,1,1000000.4145477387,1000000.56,NEWCOMER,"bird, cattle, exotic, pet"
vet_e9c3f07201fc4b5abbee0d4d3716849e,4.3,95.0,2024-06-14 22:48:30.767,1,1,1,1,1,0,1,1000000.7902386935,1000000.56,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_7c01f6ba7c084eaa81984777ae579c38,2.7,150.0,2024-06-15 18:29:33.761,1,1,1,1,1,1,1,1000000.4578768844,1000000.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_b81cd407c0984a05ad43e8b49e9744f6,1.2,64.0,2024-06-16 05:54:55.737,0,1,1,1,1,1,1,1000000.0771608041,1000000.5,NEWCOMER,"bird, cattle, exotic, pet, reptile"
vet_de5981c49b99478fb3fa04016e316ac1,4.5,170.0,2024-06-16 05:23:50.969,1,1,1,1,1,0,1,1000000.8729271357,1000000.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_aaa9cea63a994e78883b82b09d8df76e,1.7,36.0,2024-06-14 18:45:45.500,0,1,0,1,1,1,1,1000000.1755904523,1000000.44,NEWCOMER,"bird, exotic, pet, reptile"
vet_ef94f005b7524facbe1aa35e4448c032,4.4,189.0,2024-06-20 19:58:11.329,1,1,1,1,1,0,1,1000000.8599748744,1000000.4,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_2f5d71ada00a48d0acf2de5a9850c948,2.5,112.0,2024-06-19 20:31:24.286,1,1,1,1,1,1,1,1000000.393781407,1000000.4,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_82ee548efdf5438b95690e5c26e7d116,2.7,183.0,2024-06-13 19:27:41.110,1,1,1,1,1,1,1,1000000.474459799,1000000.3,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_0d3c510f931e4e599c022510101d7033,2.5,162.0,2024-06-13 13:10:38.340,1,1,1,1,1,1,1,1000000.4189070351,1000000.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_e91bfee3ad5547a9baf541eb7aa76839,3.4,91.0,2024-06-13 21:21:45.861,0,1,0,1,1,0,1,1000000.5857286432,1000000.25,NEWCOMER,"bird, exotic, pet"
vet_5786fc688bc54c52bfeee06595b7ad93,2.6,92.0,2024-06-20 14:00:47.622,0,0,0,1,1,0,1,1000000.4062311557,1000000.25,NEWCOMER,"exotic, pet"
vet_347eefd59e69463fb7e117b4594091bd,2.4,140.0,2024-06-14 16:39:38.882,1,1,1,1,1,1,1,1000000.3853517588,1000000.1,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_848533faa0c84085a3a6158b45b78bcc,1.4,198.0,2024-06-15 01:24:22.317,0,1,0,0,1,0,1,1000000.1894974874,1000000.1,NEWCOMER,"bird, pet"
vet_c6e701d6955f4d14b6d7baee68a8eecf,1.8,148.0,2024-06-16 22:12:37.966,0,1,0,1,1,1,1,1000000.2543718592,1000000.06,NEWCOMER,"bird, exotic, pet, reptile"
vet_f812a91729994eb785832170c32f05c0,2.3,171.0,2024-06-20 18:56:49.945,1,1,1,1,1,1,1,1000000.3784296482,999999.94,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_8547045341ce4d159d8056724016e6b4,1.5,161.0,2024-06-17 18:22:34.928,1,0,1,1,1,1,1,1000000.1934045226,999999.94,NEWCOMER,"aquatic, cattle, exotic, pet, reptile"
vet_3e821291f548457f8ccbe0b4770ee4e7,2.5,4.0,2024-06-20 11:55:05.454,1,1,0,1,1,1,1,1000000.3395100503,999999.94,NEWCOMER,"aquatic, bird, exotic, pet, reptile"
vet_6a24e81876e24b90a0702c4218bb1e86,1.7,91.0,2024-06-16 14:53:55.811,1,1,1,1,1,1,1,1000000.2032286432,999999.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_f9079092e7a84395be0cf1a1b0d577a0,2.1,193.0,2024-06-13 23:09:01.196,1,1,1,1,1,1,1,1000000.3444849246,999999.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_dd4fd826b7614ddf8a0ff284c9ffa740,1.3,51.0,2024-06-14 01:20:45.792,1,1,1,1,1,1,1,1000000.0931281407,999999.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_774897303ec54c7aadaf955e4592e2b0,2.4,75.0,2024-06-13 17:00:22.430,0,1,0,1,1,0,1,1000000.3526884422,999999.1,NEWCOMER,"bird, exotic, pet"
vet_6e135130b5c74b43941c4d7501f0f0eb,1.5,145.0,2024-06-17 18:40:35.134,1,1,0,0,1,0,1,1000000.1853643216,999999.06,NEWCOMER,"aquatic, bird, pet"
vet_f08190361c764a5e9e8edd9c83e36216,1.3,174.0,2024-06-19 22:26:49.310,1,1,1,1,1,1,1,1000000.1549371859,999998.9,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_127d3d2a04a74088a38b63a1535024cf,1.0,41.0,2024-06-14 01:25:56.670,1,1,1,1,1,1,1,1000000.0206030151,999998.9,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_c47e2f9f8cee410f94ac18b89a77542a,1.3,191.0,2024-06-17 06:11:48.707,1,1,1,1,1,1,1,1000000.1634798995,999998.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_b36b3d3ca7504cb092d4f8858a8bded9,2.5,36.0,2024-06-16 16:21:28.651,1,1,1,1,1,0,1,1000000.3555904522,999998.7,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_1c41769c97274c8cb65a9b9565419455,1.7,139.0,2024-06-17 04:56:10.556,1,1,0,1,1,1,1,1000000.2273492463,999998.6,NEWCOMER,"aquatic, bird, exotic, pet, reptile"
vet_40f1e188bb0e4ea2a12b71582dfad434,2.1,170.0,2024-06-16 16:56:39.680,0,1,0,1,1,0,1,1000000.3329271356,999998.4,NEWCOMER,"bird, exotic, pet"
vet_90cc1ca2a55e4346ac727a4ab49c324f,2.4,156.0,2024-06-17 01:41:32.791,1,1,1,1,1,0,1,1000000.3933919598,999998.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_cde85ce9c9c34cd5aae0fb2f6c229e27,1.1,152.0,2024-06-17 13:20:14.232,1,1,1,1,1,0,1,1000000.0988819095,999996.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_3e7d18fa68bf48a0a35fb53f02633965,1.7,107.0,2024-06-16 03:38:49.457,1,1,0,1,1,0,1,1000000.2112688442,999996.75,NEWCOMER,"aquatic, bird, exotic, pet"
vet_02fb3b065a094fd784f27906cf07acc6,4.7,0.0,2024-06-11 18:03:27.157,0,0,1,0,1,1,0,0.8325,7.004845,EXISTING,"cattle, pet, reptile"
vet_bc4988e175f340188f17d63ce92364a1,4.5,93.0,2024-05-17 11:00:00.925,0,0,1,0,1,1,0,0.8342336683417085,6.4467397,EXISTING,"cattle, pet, reptile"
vet_0d11760382fe4e469ce4cc320726d631,4.7,178.0,2024-05-27 17:42:29.923,0,0,1,0,1,1,0,0.9219472361809046,6.3910756,EXISTING,"cattle, pet, reptile"
vet_e9f9b721261c4f46adafd87e3a5cbf25,4.7,60.00000000000001,2024-05-15 16:44:10.439,0,0,0,0,1,1,0,0.8626507537688443,5.9428334,EXISTING,"pet, reptile"
vet_0382141c92b74211a980c5e47e894da2,4.5,15.000000000000002,2024-06-06 01:30:29.614,0,0,0,0,1,1,0,0.795037688442211,5.876427,EXISTING,"pet, reptile"
vet_ab3b2573127a47ecb550de63684d140a,4.4,4.0,2024-05-25 19:16:50.412,0,1,1,0,1,1,0,0.7670100502512565,5.7309194,EXISTING,"bird, cattle, pet, reptile"
vet_092ceac5546e4954a710abafe23c456a,4.5,41.0,2024-05-30 14:24:03.219,0,1,1,0,1,1,0,0.8081030150753769,5.716271,EXISTING,"bird, cattle, pet, reptile"
vet_5e33fe67ce3947e78bd9b609f12af48b,4.1,10.0,2024-05-06 17:30:59.525,0,0,0,0,1,1,0,0.7025251256281406,5.44381,EXISTING,"pet, reptile"
vet_556c3709804041a5873b1dd871dc2640,3.6,124.0,2024-05-12 07:59:36.778,0,0,1,0,1,1,0,0.6473115577889448,5.341271,EXISTING,"cattle, pet, reptile"
vet_af8fdb4679c944fda6c902a02e9dfd1e,4.3,115.00000000000001,2024-05-26 15:42:59.235,0,1,1,0,1,1,0,0.800288944723618,5.258263,EXISTING,"bird, cattle, pet, reptile"
vet_8353dbcc0ef04646853b6934811b026a,4.3,163.0,2024-06-03 14:29:57.601,0,0,0,0,1,1,0,0.8244095477386935,5.1430287,EXISTING,"pet, reptile"
vet_77bfacf30eb248c5bdcb3b4ea136d76e,4.7,23.0,2024-05-09 17:21:55.749,0,0,1,0,1,0,0,0.8440577889447236,5.0297475,EXISTING,"cattle, pet"
vet_41eb8bcbedf646faa55f8271a8027757,4.2,176.0,2024-06-04 10:49:42.649,0,0,0,0,1,1,0,0.8084422110552765,4.9760365,EXISTING,"pet, reptile"
vet_42b0e07d430c47dd92cd8c800e2fc6eb,4.6,15.000000000000002,2024-06-08 01:47:19.220,0,0,1,0,1,0,0,0.817537688442211,4.936974,EXISTING,"cattle, pet"
vet_14d255612e584858bd71f7a4856dc1b9,3.3,153.0,2024-06-01 05:09:20.998,0,0,1,0,1,1,0,0.5943844221105528,4.9115834,EXISTING,"cattle, pet, reptile"
vet_99a4d2777e084dd3ac8619f4f18f8ee9,3.6,1.0,2024-05-08 02:01:34.799,0,0,0,0,1,1,0,0.5855025125628142,4.907189,EXISTING,"pet, reptile"
vet_b1f269153bc34b7bba17a3501fe87752,4.8,147.0,2024-05-08 12:34:39.622,0,1,0,0,1,1,0,0.9288693467336683,4.845177,EXISTING,"bird, pet, reptile"
vet_d3032fb6dd7c4c6ba7552c1649ab9afc,4.9,64.0,2024-05-27 06:17:30.145,1,1,1,0,1,1,0,0.9096608040201005,4.619591,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_01956e4b752443beb4719ab85cd7a322,4.8,56.0,2024-05-04 01:35:26.116,1,0,0,0,1,1,0,0.8831407035175879,4.603966,EXISTING,"aquatic, pet, reptile"
vet_de32ecb7a2d54e08a20a7c3c4d1933f8,4.8,180.0,2024-05-01 21:53:20.484,0,0,1,0,1,0,0,0.9454522613065326,4.602013,EXISTING,"cattle, pet"
vet_98d8b070bd4d4151a79a15fa8960fe3c,3.7,132.0,2024-05-29 09:00:29.337,0,0,0,0,1,1,0,0.6738316582914573,4.5697865,EXISTING,"pet, reptile"
vet_6a85444d96324201b5c51db3c55b38c9,4.1,27.0,2024-05-08 02:18:43.511,0,1,0,0,1,1,0,0.7110678391959798,4.461388,EXISTING,"bird, pet, reptile"
vet_ddf01e52e9a247ddba7a455518701d0c,5.0,73.0,2024-05-12 20:35:18.815,0,0,1,1,1,1,0,0.9366834170854271,4.416466,EXISTING,"cattle, exotic, pet, reptile"
vet_44daa23843ee49bc8743834447d50779,3.3,44.0,2024-05-05 20:09:55.766,0,1,1,0,1,1,0,0.5396105527638191,4.3749623,EXISTING,"bird, cattle, pet, reptile"
vet_5a4b911721904d9099457add313a1708,2.5,99.0,2024-05-28 03:05:44.193,0,0,1,0,1,1,0,0.38724874371859297,4.186974,EXISTING,"cattle, pet, reptile"
vet_49000ca9c8db47b793f77e8f8e99594d,4.3,144.0,2024-05-25 10:58:50.990,0,0,1,0,1,0,0,0.8148618090452261,4.180138,EXISTING,"cattle, pet"
vet_1e6dc6a0f87b43eaac01cdffb0cab87f,3.5,14.0,2024-06-11 14:57:56.843,1,0,1,0,1,1,0,0.569535175879397,4.1391225,EXISTING,"aquatic, cattle, pet, reptile"
vet_85364c26ab3c4cc0b3ff063cd3096f1b,4.5,4.0,2024-05-08 22:02:38.680,0,0,1,1,1,1,0,0.7895100502512563,4.1010365,EXISTING,"cattle, exotic, pet, reptile"
vet_16d7cb631a834f2b9a7ef7492b076b8d,4.0,113.0,2024-06-01 09:06:00.805,0,1,0,0,1,1,0,0.73178391959799,4.06881,EXISTING,"bird, pet, reptile"
vet_487cb3d1cd1d4bf5b825ac9469206fde,4.7,199.0,2024-06-04 20:29:31.934,1,0,0,0,1,1,0,0.9325,3.9848256,EXISTING,"aquatic, pet, reptile"
vet_bc9c65648e064f0e88c0c3dac3360072,4.8,115.99999999999999,2024-06-07 10:10:17.821,0,0,0,0,1,0,0,0.9132914572864321,3.9848256,EXISTING,pet
vet_03a9b8dcde754fd8930170317829d175,4.5,131.0,2024-06-06 13:01:18.315,1,1,1,0,1,1,0,0.8533291457286432,3.9516225,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_16011dbcf86a431093f445b087e3ee03,3.8,172.0,2024-05-27 23:04:18.458,1,0,1,0,1,1,0,0.7164321608040201,3.9389272,EXISTING,"aquatic, cattle, pet, reptile"
vet_bddfa7b29d1f40f38551ddf1ffbef15e,3.7,143.0,2024-06-03 08:58:13.400,1,0,1,0,1,1,0,0.6793592964824121,3.9135365,EXISTING,"aquatic, cattle, pet, reptile"
vet_872f1852d10c4adf90afeab3c33eeea6,2.7,13.0,2024-05-18 05:47:32.790,0,0,0,0,1,1,0,0.389032663316583,3.8637319,EXISTING,"pet, reptile"
vet_e79180be1c44450aa2219b1f59bc20f4,2.7,17.0,2024-06-06 15:07:36.500,0,0,0,0,1,1,0,0.39104271356783926,3.8456655,EXISTING,"pet, reptile"
