vet_name,rating,num_rating,sign_in_time,aquatic,bird,cattle,exotic,pet,reptile,is_new,weighted_score,score,newcomer_status,specialties
vet_da9f95e231294c16bf75e45e9a6aa619,3.7,54.0,2024-06-15 19:31:35.276,1,1,1,1,1,1,1,1000000.6346356784,1000001.9,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_837cdef200e849fdb01ca363edb4f85b,1.6,192.0,2024-06-16 03:00:26.528,1,1,1,0,1,1,1,1000000.2314824121,1000001.8,NEWCOMER,"aquatic, bird, cattle, pet, reptile"
vet_923a33f2de484c1aa2be69f1367d0b00,4.0,157.0,2024-06-15 15:27:40.390,1,1,1,1,1,1,1,1000000.7538944724,1000001.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_0daaf998273446e2983d3ae46808431f,3.8,191.0,2024-06-17 00:53:15.618,1,1,1,1,1,1,1,1000000.7259798995,1000001.56,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_52165cf4f70c44c2ad2898f263b26c57,3.2,22.0,2024-06-15 10:15:21.344,1,1,1,1,1,1,1,1000000.5060552764,1000001.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_a37b00c51adb44e2b82f82c7e9964f6b,3.4,5.0,2024-06-13 22:51:21.679,1,1,1,1,0,0,1,1000000.5425125628,1000001.5,NEWCOMER,"aquatic, bird, cattle, exotic"
vet_77503e68e28e44f2857148e7b84d0c35,3.3,57.0,2024-06-17 06:14:04.492,1,1,1,1,1,1,1,1000000.5461432161,1000001.4,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_288bd4c5658a43b5859b333a4dd127bd,3.3,124.0,2024-06-15 01:10:47.819,1,1,1,1,1,1,1,1000000.5798115578,1000001.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_cc5b04edc0b542cfbb99275dc18e0961,1.8,162.0,2024-06-13 11:21:13.422,1,0,0,1,0,1,1,1000000.2614070352,1000001.1,NEWCOMER,"aquatic, exotic, reptile"
vet_2c036d8a50f74f2b9056e0722da28a2c,2.9,86.0,2024-06-20 04:00:02.754,1,1,0,0,1,0,1,1000000.4707160804,1000000.8,NEWCOMER,"aquatic, bird, pet"
vet_a6d82509438d49609ed1a03f77864b6e,4.4,91.0,2024-06-20 17:25:32.661,1,0,0,1,1,0,1,1000000.8107286432,1000000.7,NEWCOMER,"aquatic, exotic, pet"
vet_e9c3f07201fc4b5abbee0d4d3716849e,4.3,95.0,2024-06-14 22:48:30.767,1,1,1,1,1,0,1,1000000.7902386935,1000000.56,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_7c01f6ba7c084eaa81984777ae579c38,2.7,150.0,2024-06-15 18:29:33.761,1,1,1,1,1,1,1,1000000.4578768844,1000000.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_de5981c49b99478fb3fa04016e316ac1,4.5,170.0,2024-06-16 05:23:50.969,1,1,1,1,1,0,1,1000000.8729271357,1000000.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_2f5d71ada00a48d0acf2de5a9850c948,2.5,112.0,2024-06-19 20:31:24.286,1,1,1,1,1,1,1,1000000.393781407,1000000.4,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_ef94f005b7524facbe1aa35e4448c032,4.4,189.0,2024-06-20 19:58:11.329,1,1,1,1,1,0,1,1000000.8599748744,1000000.4,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_82ee548efdf5438b95690e5c26e7d116,2.7,183.0,2024-06-13 19:27:41.110,1,1,1,1,1,1,1,1000000.474459799,1000000.3,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_0d3c510f931e4e599c022510101d7033,2.5,162.0,2024-06-13 13:10:38.340,1,1,1,1,1,1,1,1000000.4189070351,1000000.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_347eefd59e69463fb7e117b4594091bd,2.4,140.0,2024-06-14 16:39:38.882,1,1,1,1,1,1,1,1000000.3853517588,1000000.1,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_3e821291f548457f8ccbe0b4770ee4e7,2.5,4.0,2024-06-20 11:55:05.454,1,1,0,1,1,1,1,1000000.3395100503,999999.94,NEWCOMER,"aquatic, bird, exotic, pet, reptile"
vet_8547045341ce4d159d8056724016e6b4,1.5,161.0,2024-06-17 18:22:34.928,1,0,1,1,1,1,1,1000000.1934045226,999999.94,NEWCOMER,"aquatic, cattle, exotic, pet, reptile"
vet_f812a91729994eb785832170c32f05c0,2.3,171.0,2024-06-20 18:56:49.945,1,1,1,1,1,1,1,1000000.3784296482,999999.94,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_2eb3efe912fb4e53afc7191f8c981efd,1.0,5.0,2024-06-13 19:09:51.310,1,1,0,1,0,1,1,1000000.0025125628,999999.9,NEWCOMER,"aquatic, bird, exotic, reptile"
vet_f9079092e7a84395be0cf1a1b0d577a0,2.1,193.0,2024-06-13 23:09:01.196,1,1,1,1,1,1,1,1000000.3444849246,999999.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_6a24e81876e24b90a0702c4218bb1e86,1.7,91.0,2024-06-16 14:53:55.811,1,1,1,1,1,1,1,1000000.2032286432,999999.5,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_f875a988b5bf4011af8f6854e309ed16,1.7,68.0,2024-06-18 10:56:25.040,1,0,0,1,0,0,1,1000000.1916708542,999999.44,NEWCOMER,"aquatic, exotic"
vet_dd4fd826b7614ddf8a0ff284c9ffa740,1.3,51.0,2024-06-14 01:20:45.792,1,1,1,1,1,1,1,1000000.0931281407,999999.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_4c42e5ac85f34ff49b3fb84e06b32033,1.8,119.0,2024-06-15 15:40:32.993,1,1,1,1,0,0,1,1000000.239798995,999999.25,NEWCOMER,"aquatic, bird, cattle, exotic"
vet_eaf94bfb0e5d4d8fa450f4dddc502250,1.0,120.99999999999999,2024-06-20 01:39:03.852,1,0,1,1,0,0,1,1000000.0608040201,999999.25,NEWCOMER,"aquatic, cattle, exotic"
vet_6e135130b5c74b43941c4d7501f0f0eb,1.5,145.0,2024-06-17 18:40:35.134,1,1,0,0,1,0,1,1000000.1853643216,999999.06,NEWCOMER,"aquatic, bird, pet"
vet_127d3d2a04a74088a38b63a1535024cf,1.0,41.0,2024-06-14 01:25:56.670,1,1,1,1,1,1,1,1000000.0206030151,999998.9,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_f08190361c764a5e9e8edd9c83e36216,1.3,174.0,2024-06-19 22:26:49.310,1,1,1,1,1,1,1,1000000.1549371859,999998.8,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_c47e2f9f8cee410f94ac18b89a77542a,1.3,191.0,2024-06-17 06:11:48.707,1,1,1,1,1,1,1,1000000.1634798995,999998.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet, reptile"
vet_b36b3d3ca7504cb092d4f8858a8bded9,2.5,36.0,2024-06-16 16:21:28.651,1,1,1,1,1,0,1,1000000.3555904522,999998.7,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_dd964140264d421a80f1c07737011d4a,1.3,131.0,2024-06-20 19:00:57.218,1,1,1,1,0,0,1,1000000.1333291457,999998.7,NEWCOMER,"aquatic, bird, cattle, exotic"
vet_1c41769c97274c8cb65a9b9565419455,1.7,139.0,2024-06-17 04:56:10.556,1,1,0,1,1,1,1,1000000.2273492463,999998.6,NEWCOMER,"aquatic, bird, exotic, pet, reptile"
vet_6fcc9d448b124bd9a1b1d4827ec58930,1.9,153.0,2024-06-18 15:57:31.913,1,1,0,1,0,0,1,1000000.2793844221,999998.5,NEWCOMER,"aquatic, bird, exotic"
vet_e6f4695f5ad7434587e173fa8cf9f92d,1.1,172.0,2024-06-20 14:15:12.814,1,1,1,1,0,0,1,1000000.1089321608,999998.4,NEWCOMER,"aquatic, bird, cattle, exotic"
vet_90cc1ca2a55e4346ac727a4ab49c324f,2.4,156.0,2024-06-17 01:41:32.791,1,1,1,1,1,0,1,1000000.3933919598,999998.25,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_3e7d18fa68bf48a0a35fb53f02633965,1.7,107.0,2024-06-16 03:38:49.457,1,1,0,1,1,0,1,1000000.2112688442,999996.75,NEWCOMER,"aquatic, bird, exotic, pet"
vet_cde85ce9c9c34cd5aae0fb2f6c229e27,1.1,152.0,2024-06-17 13:20:14.232,1,1,1,1,1,0,1,1000000.0988819095,999996.75,NEWCOMER,"aquatic, bird, cattle, exotic, pet"
vet_1593770f392541cbbbcf4874b39fd277,2.0,49.99999999999999,2024-06-17 00:14:18.967,1,0,0,0,0,0,1,1000000.2501256282,999992.56,NEWCOMER,aquatic
vet_0ecea25fdc894c5cb5f40e101f5ae8c6,1.7,56.0,2024-06-14 14:54:47.387,1,0,0,0,0,0,1,1000000.1856407035,997019.94,NEWCOMER,aquatic
vet_e76480820d384239bd80e91800fa46d4,4.7,104.99999999999999,2024-05-12 10:05:56.844,1,0,1,0,0,1,0,0.8852638190954774,6.8149037,EXISTING,"aquatic, cattle, reptile"
vet_718643e89bbd4fd3beaea2bf8b24a8ec,4.8,152.0,2024-05-07 19:27:20.138,1,0,1,0,0,1,0,0.9313819095477387,6.773888,EXISTING,"aquatic, cattle, reptile"
vet_a720e55d2f46408792a6c395c3bbb144,4.2,28.999999999999996,2024-06-04 10:26:25.959,1,0,1,0,0,1,0,0.7345728643216082,6.5234,EXISTING,"aquatic, cattle, reptile"
vet_bad8036ab3ec4eec87ca4e89c86bcca4,4.3,154.0,2024-05-20 08:28:50.668,1,0,1,0,0,1,0,0.8198869346733668,6.2016225,EXISTING,"aquatic, cattle, reptile"
vet_8c5e69d63f0941228b54cf5813f2b510,3.8,17.0,2024-05-04 08:31:23.992,1,0,1,0,0,1,0,0.6385427135678392,6.1132436,EXISTING,"aquatic, cattle, reptile"
vet_a30650d613e04726b9462f1b8b2e9304,4.6,33.0,2024-06-10 00:15:48.100,1,0,0,0,0,1,0,0.8265829145728643,6.1098256,EXISTING,"aquatic, reptile"
vet_d38edb8e47c34564be9652c0ae92d43e,4.0,80.0,2024-05-18 14:59:41.386,1,1,1,0,0,1,0,0.7152010050251256,5.2055287,EXISTING,"aquatic, bird, cattle, reptile"
vet_1fd8e8f9ed914186b6522ab3cf3dbf1a,3.4,176.0,2024-05-11 12:38:20.806,1,0,1,0,0,1,0,0.6284422110552764,5.120568,EXISTING,"aquatic, cattle, reptile"
vet_a041f289832142119fec5307af6fd0a1,4.8,122.0,2024-05-13 18:47:52.165,1,0,1,0,0,0,0,0.9163065326633165,4.994591,EXISTING,"aquatic, cattle"
vet_11da26a4af8445b4819bd7f547e50a3f,4.9,190.0,2024-05-13 11:25:09.183,1,0,1,0,0,0,0,0.9729773869346734,4.874474,EXISTING,"aquatic, cattle"
vet_41739ac1206a41a6bc54c115398d0cdf,4.6,90.0,2024-06-02 05:43:12.103,1,0,1,0,0,0,0,0.8552261306532662,4.872521,EXISTING,"aquatic, cattle"
vet_e778550b910e490fb217a9b263194f93,3.5,31.0,2024-06-05 06:48:21.566,1,1,1,0,0,1,0,0.5780778894472361,4.8232045,EXISTING,"aquatic, bird, cattle, reptile"
vet_7de16f340c3a47c89eedfb36fd2c84af,3.3,1.0,2024-05-04 07:52:53.594,1,0,0,0,0,1,0,0.518002512562814,4.749474,EXISTING,"aquatic, reptile"
vet_d3032fb6dd7c4c6ba7552c1649ab9afc,4.9,64.0,2024-05-27 06:17:30.145,1,1,1,0,1,1,0,0.9096608040201005,4.619591,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_01956e4b752443beb4719ab85cd7a322,4.8,56.0,2024-05-04 01:35:26.116,1,0,0,0,1,1,0,0.8831407035175879,4.603966,EXISTING,"aquatic, pet, reptile"
vet_7a56bee808e04c7894dd814c5c543315,3.3,48.0,2024-05-31 05:27:19.466,1,0,0,0,0,1,0,0.5416206030150753,4.5976186,EXISTING,"aquatic, reptile"
vet_af1b687f945b41f6a1a797835be41732,3.4,101.0,2024-05-25 15:22:49.912,1,0,0,0,0,1,0,0.5907537688442211,4.5277944,EXISTING,"aquatic, reptile"
vet_38b36be982aa47c3929c665d62ba975c,4.8,71.0,2024-05-29 07:55:48.180,1,0,1,1,0,1,0,0.8906783919597989,4.3871694,EXISTING,"aquatic, cattle, exotic, reptile"
vet_99384e99d3f94852927638fdc90488cb,4.0,81.0,2024-05-12 20:52:34.882,1,0,1,0,0,0,0,0.7157035175879397,4.2377553,EXISTING,"aquatic, cattle"
vet_9b2d156cc2cf4324a0c0f01739d6b18a,4.8,104.99999999999999,2024-06-05 09:42:29.582,1,0,0,0,0,0,0,0.9077638190954773,4.2016225,EXISTING,aquatic
vet_1e6dc6a0f87b43eaac01cdffb0cab87f,3.5,14.0,2024-06-11 14:57:56.843,1,0,1,0,1,1,0,0.569535175879397,4.1391225,EXISTING,"aquatic, cattle, pet, reptile"
vet_9b6c06af39df469c819d9e88543e1949,4.9,172.0,2024-05-18 10:52:26.846,1,0,0,0,0,0,0,0.9639321608040201,4.072716,EXISTING,aquatic
vet_59d0884b0d1341ecb3b0e9ef29095911,4.8,125.99999999999999,2024-06-01 06:35:52.619,1,1,1,0,0,0,0,0.9183165829145729,4.0678334,EXISTING,"aquatic, bird, cattle"
vet_487cb3d1cd1d4bf5b825ac9469206fde,4.7,199.0,2024-06-04 20:29:31.934,1,0,0,0,1,1,0,0.9325,3.9848256,EXISTING,"aquatic, pet, reptile"
vet_03a9b8dcde754fd8930170317829d175,4.5,131.0,2024-06-06 13:01:18.315,1,1,1,0,1,1,0,0.8533291457286432,3.9516225,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_9882fa1e168a4c37ab9f01facfa3a103,3.1,170.0,2024-05-04 20:43:14.118,1,0,0,0,0,1,0,0.557927135678392,3.9452748,EXISTING,"aquatic, reptile"
vet_16011dbcf86a431093f445b087e3ee03,3.8,172.0,2024-05-27 23:04:18.458,1,0,1,0,1,1,0,0.7164321608040201,3.9340444,EXISTING,"aquatic, cattle, pet, reptile"
vet_bddfa7b29d1f40f38551ddf1ffbef15e,3.7,143.0,2024-06-03 08:58:13.400,1,0,1,0,1,1,0,0.6793592964824121,3.9135365,EXISTING,"aquatic, cattle, pet, reptile"
vet_41ad5341c2194d3184115f8a7452fd8a,3.5,18.0,2024-05-12 06:58:27.238,1,0,1,0,0,0,0,0.5715452261306533,3.9013295,EXISTING,"aquatic, cattle"
vet_2820df15236546d180d89f1b21e47575,4.5,112.0,2024-06-09 02:58:35.811,1,0,0,0,0,0,0,0.8437814070351759,3.839806,EXISTING,aquatic
vet_8171b53e7bb44784a204567166b9ed00,3.9,169.0,2024-05-09 22:26:11.873,1,0,1,0,0,0,0,0.7374246231155779,3.8251576,EXISTING,"aquatic, cattle"
vet_f93d8edcb95944f6ab4db70ba4a053d0,4.5,120.00000000000001,2024-06-04 01:10:31.494,1,0,0,0,0,0,0,0.8478015075376885,3.8139272,EXISTING,aquatic
vet_066d0e98d1484a62bf90631998bd584f,4.2,76.0,2024-06-05 14:51:59.313,1,1,1,0,1,1,0,0.7581909547738694,3.7924428,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_55355e3d9dee4d3a8646d228eebccbbe,4.1,55.00000000000001,2024-05-22 08:26:11.536,1,1,1,0,1,1,0,0.7251381909547737,3.7641225,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_6108d505aaec43e8a4925847695a94aa,2.7,99.0,2024-05-24 17:25:59.670,1,0,0,0,0,1,0,0.432248743718593,3.746056,EXISTING,"aquatic, reptile"
vet_6189b350f12e453f94e19a36f134589c,3.5,132.0,2024-05-29 22:35:58.705,1,0,1,0,1,1,0,0.6288316582914573,3.742638,EXISTING,"aquatic, cattle, pet, reptile"
vet_ae140b2578214581b743239a26c486fa,4.4,176.0,2024-06-06 08:44:26.236,1,1,1,0,1,1,0,0.8534422110552765,3.695763,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_487bdb10754448be8e1c5443f1b4b335,3.3,16.0,2024-06-02 04:33:00.341,1,0,1,0,0,0,0,0.5255402010050251,3.6767201,EXISTING,"aquatic, cattle"
vet_d0588a6b22f9454284204550a6ae95c0,3.3,55.00000000000001,2024-05-02 18:21:31.950,1,0,1,0,0,0,0,0.5451381909547738,3.5312123,EXISTING,"aquatic, cattle"
vet_b4114e413d3a44a0a2ef5b4c69b66c2e,3.9,9.0,2024-05-01 00:21:51.439,1,0,0,0,0,0,0,0.6570226130653266,3.5190053,EXISTING,aquatic
vet_2c613c1284064c03a5220c2d6c60397d,3.2,101.0,2024-06-08 09:07:52.610,1,0,1,0,1,1,0,0.5457537688442211,3.5111928,EXISTING,"aquatic, cattle, pet, reptile"
vet_89c881113d19416aa8499a48afeb0eb0,4.3,190.0,2024-05-04 03:23:29.423,1,1,1,0,1,1,0,0.8379773869346733,3.5092397,EXISTING,"aquatic, bird, cattle, pet, reptile"
vet_b01f6ca5f4284026889c4e737b37a37e,3.8,81.0,2024-06-02 16:45:39.381,1,0,0,0,1,1,0,0.6707035175879397,3.391564,EXISTING,"aquatic, pet, reptile"
vet_ee04549449644641b414b1a3778850ca,4.9,145.0,2024-05-06 14:58:40.903,1,0,0,1,0,1,0,0.9503643216080403,3.3822865,EXISTING,"aquatic, exotic, reptile"
vet_3c4add69124544cd8bba47ac6b744439,3.4,180.0,2024-05-13 00:17:22.218,1,1,0,0,0,1,0,0.6304522613065326,3.343224,EXISTING,"aquatic, bird, reptile"
vet_0fd9102bc8704ebf983f56d14b7ae407,4.0,95.0,2024-06-06 18:43:38.776,1,0,0,0,0,0,0,0.7227386934673368,3.3300405,EXISTING,aquatic
vet_6fdb82e14a0f46b39f05b7d574b4abf1,4.0,120.99999999999999,2024-05-18 00:37:56.000,1,0,1,1,0,1,0,0.7358040201005025,3.3168569,EXISTING,"aquatic, cattle, exotic, reptile"
vet_745860972eb04996a4ce024c3b00451f,4.5,75.0,2024-05-22 11:05:10.874,1,1,0,0,1,1,0,0.8251884422110553,3.2953725,EXISTING,"aquatic, bird, pet, reptile"
vet_68c47057e6ed4c9ba6257bb9a66a29b8,2.8,33.0,2024-05-07 22:03:31.568,1,1,0,0,0,1,0,0.4215829145728643,3.1733022,EXISTING,"aquatic, bird, reptile"
vet_37acfbe6445c44adb815acfffee2c535,2.3,137.0,2024-05-12 08:51:55.686,1,0,0,0,0,1,0,0.3613442211055276,3.1684194,EXISTING,"aquatic, reptile"
vet_6173c45c0ea640f9a3b991c9cecd5cdb,4.4,30.000000000000004,2024-05-30 06:46:08.788,1,1,0,0,0,0,0,0.7800753768844222,3.1093373,EXISTING,"aquatic, bird"
vet_fa842f9332574dcd81de8de70bdcbc71,3.5,15.000000000000002,2024-05-16 04:05:54.811,1,0,0,0,0,0,0,0.570037688442211,3.0517201,EXISTING,aquatic
vet_9eefb7734d124587aafb802d814835bc,4.1,36.0,2024-05-08 15:43:05.446,1,1,0,0,1,1,0,0.7155904522613065,2.9867787,EXISTING,"aquatic, bird, pet, reptile"
vet_6d7b455682b7443987d20a562a7693ae,2.8,125.00000000000001,2024-05-14 05:05:27.516,1,0,1,0,1,1,0,0.46781407035175876,2.983849,EXISTING,"aquatic, cattle, pet, reptile"
vet_67d51325fca04388b70207f5200e48c0,3.5,104.0,2024-05-16 16:20:58.425,1,0,0,0,1,1,0,0.6147613065326634,2.97506,EXISTING,"aquatic, pet, reptile"
vet_f97110e9155e49c9b810ac5bc6381583,4.9,46.0,2024-06-02 07:37:13.832,1,0,1,1,1,1,0,0.9006155778894473,2.9262319,EXISTING,"aquatic, cattle, exotic, pet, reptile"
vet_00d0b7f98ff54811888a6089362a48db,2.6,7.0,2024-05-27 13:26:54.427,1,0,1,0,0,0,0,0.3635175879396985,2.9237905,EXISTING,"aquatic, cattle"
vet_28572517bf8542108dc6d05e6c0155e4,5.0,93.0,2024-05-21 00:26:43.695,1,0,1,1,1,1,0,0.9467336683417086,2.8852162,EXISTING,"aquatic, cattle, exotic, pet, reptile"
vet_a2ac5ac347e24995897ba3df61e78d3b,3.4,33.0,2024-06-08 17:59:10.780,1,0,0,0,0,0,0,0.5565829145728644,2.8852162,EXISTING,aquatic
vet_2ef6906fe1fc4f8ebda1e7d5ee3b2708,4.8,3.0,2024-05-06 23:24:06.270,1,1,1,0,1,0,0,0.8565075376884422,2.8437123,EXISTING,"aquatic, bird, cattle, pet"
vet_ae6e1a3a123946a4b654c57f7cc26b50,4.0,12.0,2024-05-08 19:14:09.701,1,0,0,1,0,1,0,0.6810301507537689,2.8251576,EXISTING,"aquatic, exotic, reptile"
vet_fc2971009e8d4250bc52f66d7f23dc87,4.9,89.0,2024-05-22 14:47:50.145,1,0,1,1,1,1,0,0.9222236180904523,2.7797475,EXISTING,"aquatic, cattle, exotic, pet, reptile"
vet_2ff260656709437dacbc28dfd8fca0b3,3.3,96.0,2024-05-12 04:20:25.260,1,0,0,0,1,1,0,0.5657412060301508,2.7758412,EXISTING,"aquatic, pet, reptile"
